graph,Question,Essay,image_number,Type,argument_clarity(ground_truth),justifying_persuasiveness(ground_truth),organizational_structure(ground_truth),coherence(ground_truth),essay_length(ground_truth),grammatical_accuracy(ground_truth),grammatical_diversity(ground_truth),lexical_accuracy(ground_truth),lexical_diversity(ground_truth),punctuation_accuracy(ground_truth)
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8753.png,The diagram shows the design of a modern landfill for household waste. Summarize the information by selecting and reporting the main features and make comparisons where relevant.You should write at least 150 words.,"A glance at the diagram provides a design of a modern landfill for household waste.

Overall, there are four steps the first step and the second one is about the preparation of construction and ending with closure.

According to the information shown in the diagram, the first step is to dig a man-made hold. Secondly, synthetic substances should be put in the hole including drainage pipes, a drainage tank and clay.Thirdly, household waste can be placed in the hole while waste-liquid will be collected in the drainage tank. The final procedure is to cover the hole with clay and deliver gases by a pipe.

To sum up it can be apparently seen that the procedure does not require a lot of equipment and can be done easily in households as it mostly uses the materials which can conveniently be obtained.",single_image,flow_chart,3,3,3,4,3,3,3,3,3,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8753.png,The diagram shows the design of a modern landfill for household waste. Summarize the information by selecting and reporting the main features and make comparisons where relevant.You should write at least 150 words.,"The diagram illustrates the process of making a modern landfill to produce a renewable source of power from household waste. 

Overall, it is clear that there are three main stages of the process. It begins with making a hole by labour forces and ends with covering the pit with clay.

To begin with, the earth in one area is excavated,by human power to create a pit which is almost rectangular in shape, from a surface until reaching a natural rock level. A thin synthetic substance is used to cover the pit as a first layer then both drainage pipes and a small tank will be installed at the pit's base. Moreover, clay is filled as a second layer to cover the area where the drainage systems appear. 

Additionally, household waste such as leftovers and liquid is thrown out into the pit and the purpose of mud from the previous stage is to protect the system which will be damaged by the waste. Afterwards, the hole will be closed by clay as well as waiting for the household waste to be fermented. Gases, which are produced, will eventually pass through the pipes and be ready to reuse as a new source of power around its residential area.",single_image,flow_chart,4,3.5,4,4,5,4,3.5,3.5,4,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8753.png,The diagram shows the design of a modern landfill for household waste. Summarize the information by selecting and reporting the main features and make comparisons where relevant.You should write at least 150 words.,"The diagram shows us a design of a modern landfill for household trash. It has 4 pictures that include the construction, usage and closure of a landfill.

The first two slides explain how to construct it. First of all, it needs to make a deep hole in the ground until it reaches the natural rock. The second step is to take away clay and synthetic substances. Then drainage tank must be installed at the bottom. After that drainage pipes had to be installed over the drainage tank.

The third picture shows the usage of a landfill. Household waste can be put in it. Waste liquid is quitting down to the ground. Also, clay goes deep into the ground . The fourth slide displays that clay is also used to close a landfill. However, a hole is closed, and the gases fly away through pipes.

The overall diagram explains the process of constructing, using and closing a landfill. It has a description of where liquids and gases go.",single_image,flow_chart,3.5,3.5,3,3,3,3,3,3,3,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8753.png,The diagram shows the design of a modern landfill for household waste. Summarize the information by selecting and reporting the main features and make comparisons where relevant.You should write at least 150 words.,"The process diagram illustrates about the information of how the modern landfill is made by the household garbage.

Overall, there are four stages of making the modern landfill namely the first two stages of construction, use  and closure. Clay is the main ingredients of this design.

The diagram shows that the initial stage of making landfill is the man- made hole from the natural rock, men broke the biggest natural rock through hole. Thereafter inside of the landfill drainage pipes and drainage taks are fixed by using two ingredients such as synthetic substance and clay, this is the second stage of the modern landfill process and under the construction stage too.

In addition, use is the third process of its, waste, liquid and clay put into the landfill, this is considered household waste. All the household rubbish can put into this landfill for fermented in many days. Thereafter, it need to be closed for fermenting without air and sun by the natural rocks, pipes, clay and gases, it closed by strong cap its made by clay. Closure is the final stage of this modern landfill design.",single_image,flow_chart,3,3,3.5,3.5,4,2.5,3,3,2,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8753.png,The diagram shows the design of a modern landfill for household waste. Summarize the information by selecting and reporting the main features and make comparisons where relevant.You should write at least 150 words.,"The diagram shows the life cycle of a modern land?ll used for the disposal of household waste. There are three main stages in the life of a land?ll; the construction, the use of, and the closure.

Firstly, a giant hole is dug in the earth above a bed of natural rock. Once the hole has been dug, it is then lined with a thick layer of clay, followed by a layer of synthetic material which helps to stop toxic waste substances from leaching into the surrounding earth. Drainage pipes and a drainage tank are also installed in order to remove the toxic waste liquids from the bottom of the land?ll.

Once the land?ll has been built, it is ready to be ?lled with household waste. During the usage stage of the land?ll, waste liquids will sink to the bottom where they will be held in the drainage tank and removed via the drainage pipes in order to minimise a build-up of gas. Once the land?ll is full, it is covered with a thick layer of clay. As the waste degrades over time, waste gases are emitted from the land?ll.",single_image,flow_chart,3.5,4,4.5,4.5,4.5,4.5,4.5,4.5,3,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8754.png,The diagram shows the different stages in the production of woolen goods.Summarise the information by selecting and reporting the main features and make comparisons where relevant.,"The diagram provides a detailed look at how woolen products are made, starting from sheep shearing and ending in fashion items like sweaters and jackets. At its core, the process depends entirely on sheep, as their fleece serves as the starting point for all woolen goods.

First off, sheep are sheared to collect their fleece. This raw fleece is then cleaned to get rid of any dirt or impurities. Once cleaned, the fleece becomes what we commonly refer to as wool. At this point, the wool is assessed for quality to determine its end use.

The next part is interesting; the wool gets spun into yarn. This yarn is then woven or knitted into fabrics. These fabrics are the raw materials for making clothes like sweaters, hoodies, and jackets. Generally, two methods are used for this: hand-knitting and mass production.

If the wool doesn't make the quality cut, it's not wasted. It gets recycled into lower-grade wool products, so nothing goes to waste.

In summary, the journey of wool from sheep to shop involves several crucial steps. Each stage plays a role in determining the quality and type of the final product.",single_image,flow_chart,4,3,4,4.5,4,4.5,4,4,4,4.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8754.png,The diagram shows the different stages in the production of woolen goods.Summarise the information by selecting and reporting the main features and make comparisons where relevant.,"The given  chart illustrates the various stages in woollen goods production.

The overall diagram shows  the process of production of wool to its utilization in making various woollen items.Also, it represents that the procedure includes 9 steps in making woollen yarn balls excluding string  and recycling as well as the outcome. 

Firstly,the sheep are taken for shearing .After that ,the wool is collected in one place and is taken for cleaning which is then dried .When they get completely dried then they proceed to spin which results in either the formation of fine wool or the  strings .The wools are then taken for making tufts whereas the string is moved for recycling.

Secondly,those tufts are safely stored in the cupboards for further action.Later balls of yarn are made from the tuft of wool.All the final products like carpet knitting and jackets are the results of yarn balls.

To conclude,the figure tells the complex process of making wool.",single_image,flow_chart,3.5,3,3,4,3.5,3,4,4,3,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8754.png,The diagram shows the different stages in the production of woolen goods.Summarise the information by selecting and reporting the main features and make comparisons where relevant.,"The diagram illustrates one particular way to produce wool to manufacture carpets or jackets or for knitting. Looking from an overall perspective, it is readily apparent that this process comprises 4 main stages: collecting, drying, spinning, and storing for retail.

The first stage of this process is to shear the sheep to obtain its fur. Secondly, it is washed with water before being dried. Next, dried fur is spun with the product being wool and the byproduct being a string, which is then sent to factories to be recycled. The tufted wool, which is formed by many pieces of wool, is stored in large numbers before being sold to the customers or clothing industries in the form of balls. Those balls of yarn are finally used for knitting and manufacturing jackets and carpets.",single_image,flow_chart,3,3,3.5,4,2,4,4,4,3,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8755.png,The diagram shows the procedure for university entry for high school graduates.Write a report for a university or college lecturer describing the information.,"The provided diagram illustrates the process by which students enter their universities after high school graduation.

Overall, it can be seen that the entry procedure involves numerous distinct steps, and the application process can result in three different outcomes before accepting admission.

Looking at the picture in more detail, to begin with, students are required to obtain their degrees from their senior high school and complete relevant application forms which can be downloaded from the corresponding university websites. During the second stage, compiled documentation and filled application forms are delivered to Admin. Subsequently, they have to face three consequences. The first outcome is that students are conferred with provisional acceptance after 2 weeks, which means more documentation should be submitted.

According to the diagram, regarding the second consequence, students will be rejected from their desired college. Afterwards, they can choose to cancel their applications or alter their applications for alternative courses. Additionally, if students undergo acceptance competitions and enrollment after 2 weeks, they need to select subjects and register with the Dean. Finally, they can successfully enter the universities they apply for.",single_image,flow_chart,4.5,3.5,4,4,4,4,5,5,4,4.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8755.png,The diagram shows the procedure for university entry for high school graduates.Write a report for a university or college lecturer describing the information.,"The diagram illustrates the process of enrolment of high school graduates at university. 

overall, after sending the application forms to admin, 3 things can occur to students. Meanwhile, the whole process lasts more than four week to be completed. 

First of all, the high school degree should be acquired, application form that can be downloaded from the website should be completed and It should be sent to the admin. After that, students have three roads. Firstly, their application is rejected and then they can opt whether they want to complete an application for alternative courses or they want to cancel it at all. 

Secondly, they are required to send more documentation and then they have two weeks to compile the documentaion and make the admin aware of that. Thirdly, the admin accepts their requests and then they have two week to get acceptance compete enrolment. After all those stuff, they should select a subject, register with the dean and finally, they are welcomed to the university.",single_image,flow_chart,3.5,3,3.5,3.5,4,3,3,3,3,2
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8755.png,The diagram shows the procedure for university entry for high school graduates.Write a report for a university or college lecturer describing the information.,"The provided chart depic the method of taking admission in university for the students who completed their High school.

Overall, it is clearly send that admission department please and major role to complete the procedure of university entry.

Looking at the flowchart in detail, the students who finished their high school needs to fill up the application form of University which is available at the website. Then, they need to send this form to admit department. Here, the administrative officer check the form and can reject if they are not capable.

Analysing the chart further, if admin reject the application then applicant can either complete another form with alternative course and send it to admin office again or can cancel the application. If the information is incomplete then, authority at admin officer can put that application in provisional acceptance and provide two weeks for completion of the form and for  resubmission

Finally, if all the documents and information of application sounds perfect to administratives then, they accept the application within 2 weeks. The following step is that students need to select there appropriate subjects and further they have to register that confirmation with dean. As the registration with dean completes learners can enter the university.",single_image,flow_chart,3.5,3,3,3,4,3,3,3,3,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8755.png,The diagram shows the procedure for university entry for high school graduates.Write a report for a university or college lecturer describing the information.,"This diagram depicts how to register in the university after graduating from high school. It is clear from the graph that the important step is to get  acceptable from the Admin to continue for order entry to the university.

According to what is shown, first of all, after the students take a high school degree they should complete the application form by downloading it from the website. Then, they will send it to the Admin. After that, they have three roads. Firstly, if the form needs more documentation required, then they have 2 weeks to compile documentation. Secondly, if the form is rejected, then they will complete an application for an alternative course.

As for the third road, the Admin accept the form, so the students have two weeks to get acceptance complete enrolment then they are able to select a subject. Next, register with the Dean and finally they can  enter the university.

To sum up, we could say that the students are divided into 3 kinds and these kinds depend on students' degrees in their higher schools.",single_image,flow_chart,3.5,3,3,3,3,3,3,3,3,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8755.png,The diagram shows the procedure for university entry for high school graduates.Write a report for a university or college lecturer describing the information.,"The illustration depicts information about how to enroll in college and enlightens through a series of steps. 

Overall, it is obvious that there are four phases of the academy registration process. Meanwhile, there are two outcomes regarding application to educational institutions. As a result, there could be acceptance to attend the university as well as rejection from the institution.

Firstly, in order to complete the application form, each one of you must have a high school degree. Secondly, the questionnaire is then combined with other legal papers required. Thirdly, the final materials needed to be sent to the university's administration for further checking. Following the fourteen days of sorting procedure, as can be expected there are twain possible letters which consist of acceptance or rejection. However, if you are being accepted, there are other additional mandatory pathways to precede such as selecting courses that you are interested in and then reporting to the chairman. Therefore, you just accomplish as matriculated in the next chapter of life. 

On the other hand, certain students are not eligible, thus they have to decide on alternative classes as a means to take on the second option. In most cases, according to the graphic, they are required to deliver a few documents left. Consequently, they would either be confirmed to access the optional subjects or be deserted twice.",single_image,flow_chart,3,3,4,3.5,3,4,3,3,3,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8755.png,The diagram shows the procedure for university entry for high school graduates.Write a report for a university or college lecturer describing the information.,"The given flow chart illustrates different steps that a high school graduate has to go through to be admitted to a university. Overall, the process begins with the application submission and ends with the completion of the university entry.

According to the illustration, to be able to apply for the university admission, someone has to complete the high school diploma. The initial step involves getting the application form online and then submitting it to the admin. The admin categories applications in two main groups ®C rejected and accepted. Those who have been rejected are either permanently refused or given an opportunity to reapply for a different subject. To apply for an alternative course, a contestant has to go through the whole process again. The accepted pupils are also classified in two categories ®C directly accepted and provisionally accepted. Those who are provisionally accepted need to submit further documents and this process usually takes two weeks. On the contrary, who are fully accepted for the admission, select their preferred subjects and register with the dean of the faculty. After the completion of these steps, a student is considered eligible to enter the university and these final steps also require 2 weeks.",single_image,flow_chart,4.5,4,3.5,4,5,4,4,4,4,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8755.png,The diagram shows the procedure for university entry for high school graduates.Write a report for a university or college lecturer describing the information.,"The diagram illustrates the whole process of how to enter the university for students who already passed  high school and looking for an undergraduate degree.

Overall, it is clearly seen that there are more than five steps to complete the registration process and it takes about a month to  reach  the university.

To begin with, every student who graduates from high school should fill out the application form which can be downloaded from the website, then, they must send it to the admin. In this part, the admin will make 2 decisions. The first one is rejection, for those who want to continue, they can apply to an alternative course and repeat the previous step. Otherwise,  students who get the provisional acceptance,  have to complete all the documents  needed in 2 weeks. 

Next, once the admin already reviewed all the documents, the unconditional offer will be given. Furthermore, the students should accept this offer if they want to select subjects they want to study and make a student registration. Finally, after the long journey, the students have officially entered the university.",single_image,flow_chart,4.5,3,4,4,4,3,4,4,3,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8758.png,"The diagram shows the production of circuit boards.Summarise the information by selecting and reporting the main features, and make comparisons where relevant.","The diagram illustrates the process of producing circuit boards.

Overall, circuit-board production consists of nine stages, starting from delivery material. Three of the steps in the beginning are not repeated as well as last two steps.

The first step in production of circuit boards is delivery material to the lab. After that it requires to cut and spray with fire retardant. The third step is cleaning circuit board. 

The fourth stage is automated IC attachment and soldering. The fifth step is visual inspection and quality control testing. Visual inspection and quality control testing may be taken two decisions. If inspection and quality control rejects chips they will be thrown away. If inspection and quality control approves they go to the final testing. 

Regarding to results of final testing it goes to the packing and delivery to factories or to automated IC attachment and soldering again. The cycle will be repeated until final testing will be agreed.",single_image,flow_chart,3,3,3,3.5,4,3,3,3,3,3.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8759.png,"The diagram shows the relationship between a numbers of different languages. Summarise the information by selecting and reporting the main features, and make comparisons where relevant.You should write at least 150 words.","The diagram represents the relationship occurring between certain different languages. 

Starting from the first big division of the English language into American English and British English it can be analyzed with always more detailed views.

In particular, we can see how the American English branch is the root of the languages spoken by the USA citizens and the Canadian ones. The USA American English accent refers to Philipines, American Samoa, west Coast, mid-west, north-east Coast, southern and puerto-rico, while in Canada it can be found another influence such as the fRench one, in addition to angelophone Canada. 

On the other hand, the British English branch is widespread in many more different countries than the American one. For instance it is spoken not only in the British isles but also in West Indies, Africa, Indian-Pakistan, Far East and Australasia. Here there are many more dialectes such as Indian English, °∞Malay and Chinese°± English and also°±anglophones Africa°± english.",single_image,flow_chart,3,3,3,3,4,3,3,3,3,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8759.png,"The diagram shows the relationship between a numbers of different languages. Summarise the information by selecting and reporting the main features, and make comparisons where relevant.You should write at least 150 words.","The graph illustrates the relationships between various languages. English is represented as a root node of the tree, after that, it divides into American and British branches, and at the end of the process, the regions that speak these tongues are mentioned. 

 American dialect is used in the USA and Canada, nevertheless British accent has 6 forks. Initially, we can see the division also by world map regions; the U.S. variant was originally applied in the western hemisphere, rather than the U.K. version in the East. In fact, most parts of the AmE-speaking areas are situated in the continent, and only the Philipines are atypical and located on the islands, whereas the second language group presents in both: the archipelagos and mainlands.

In brief, due to the illustration, the spreading of BrE is higher and covers 4 continents as well as multiple islands, although the American vernacular is popular only in 1 continent and a small number of isles.",single_image,flow_chart,4,3,3.5,4,3.5,4,4,4,4,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8759.png,"The diagram shows the relationship between a numbers of different languages. Summarise the information by selecting and reporting the main features, and make comparisons where relevant.You should write at least 150 words.","The diagram depicts various dialects which have been derived from the main English language and shows how they are further divided. Overall, the English language branches into two broad subcategories namely, American English and British English. These are further divided into several regional dialects. Interestingly, American English has fewer regional forms than British English.

American English is spoken in the USA and Canada. Moreover, American English has six subcategories which are spoken in the Philippines, America Samoa, West Coast, Mid West, North-East Coast and Puerto Rico. The form of English spoken in Canada is further divided into Anglophone Canada and Francophone Canada.

Interestingly, British English has three times more branches than American English. The main subcategories, West Indies, Australasia and Far East, all three have two more branches. However, other main subcategories like the British Isles and Africa are divided into three subforms of the English language. Indian- Pakistan category is the only category among British English which has several subforms of Indian English.",single_image,flow_chart,5,4,4,5,5,4,4,4,4,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8759.png,"The diagram shows the relationship between a numbers of different languages. Summarise the information by selecting and reporting the main features, and make comparisons where relevant.You should write at least 150 words.","The diagram shown above illustrates the relationship between a number of different languages. The main discussion at the top, English the centre of this branch. Then continued with a dichotomy of two types of English worldwide i.e. American and British. The rest are the subordinates  that we will mention further.

The American English Branch consists of the USA and Canada. Affected by it are both the Anglophone and Francophone of the Country itself. Then, America's accent has a bit wider influence, there is English spoken with a hint of an accent from American Samoa, Mid-Southern West, West Coast, North-East Coast, Puerto Rico and far in the East, Philipines.

On the other hand, British English Brand has the widest effect which is heard not only in the UK but also in the universe. First, in the British Isles, there are Iris, English, Welsh, and Scottish. Second, in the West Indies are Jamaica and Barbados. Third, in the Indian and Pakistani groups, we can find forms of Indian English. Fourth, Africa is divided into three types i.e. West, East, and Anglophones of Africa. Fifth, in the far South, Australia, is known for two kinds which are Australia and New Zealand. Lastly, in the Far East, are Malay and Chinese.

These are how the relationship of different characters and cultures altered our main international dialect. There are similarities and diversity, whether we compare it with the nearby or remote areas.",single_image,flow_chart,2.5,3,4,3,4,3,3,3,3,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8759.png,"The diagram shows the relationship between a numbers of different languages. Summarise the information by selecting and reporting the main features, and make comparisons where relevant.You should write at least 150 words.","The diagram shows information about the relationship between a variety of languages and nations. As can be seen from the diagram, it is obvious that English is based on languages which is contribute to other regions such as the USA, Canada, the West Indies, India-Pakistan, and the Far East.

In detail, English is divided into the American English branch and the British English branch. While, American English Branch has two nations like USA and Canada and eight ethnicities Philipines, American Samoa, West Coast, Mid-West, North-East Coast, and Puert O-Rico, in terms of USA and in terms of Canada are Anglophone Canada  and Francophone Canada, British English branch has three nations like West Indies, Indian-Pakistan, and the Far East and twelve ethnicities such as Jamaica, Barbados, Iris English, Welsh Scottish, West Africa, Angelo Phone Africa, East Africa, Malay, Chines, Australia, Newzealand, and forms of Indian English.

In conclusion, the British English branch has language adaption of English more popular than the American English branch.",single_image,flow_chart,3.5,3,3,3,3,2,3,3,3.5,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8759.png,"The diagram shows the relationship between a numbers of different languages. Summarise the information by selecting and reporting the main features, and make comparisons where relevant.You should write at least 150 words.","The tree diagram illustrates the connection between a number of languages.

Overall, Englis is a parent language, which then devides into two major branches, American and British, and after that into eight dialects.

English is a main root of American English and British English. First, American English branch involves USA's and Canada's dialects. In such terrains as Philipines, American Samoa, West Coast, Mid-Sourthern West, Northern -East Coast and Puerto-Rico people talk with USA dialect. However, in Angelophone Canada and Francophone Canada habitats use Canadian accent. Second English branch, British, has more complicated relationships structure between different locations than American English branch. It is devided between six minor branches: West Indies, British Isles, Africa, India-Pakistan, Australasia and Far East. Firstly, Indian- Pakistan as one of the most popular dialects, according to the population, is formed of indian inglish, then British Isles is spread in Irish England, Welsh and Scottish. African accent is used almost in whole Africa continent: West and East Africa and Angelo phone's Africa. Whereas, the latter three minor dialects are common is a few certain areas. For instance,West Indies accent is used in Jamaica and Barbados. Far East and Australasia, as West Indies, are also devided on ""Malay and Chinise"" and ""Australia and Nezerland"" accents, respectively.",single_image,flow_chart,2.5,3,3,3.5,4,2,3,3,3,3.5
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8759.png,"The diagram shows the relationship between a numbers of different languages. Summarise the information by selecting and reporting the main features, and make comparisons where relevant.You should write at least 150 words.","The diagram illustrates the relationship between some distinct languages of the English language family. Overall, the languages are divided into different groups based on their locations with the British language as the larger group.

First of all, the English language splits into two different branches - the American English branch and the British English branch.

After that, the American English language continues to divide into two major groups, located in two countries of North America. The United States of America then consists of six individual groups while Canada has two groups.

In contrast, the British English branch consists of six different groups, three times larger than the American English. The number of these groups°Ø members range between two to five with Australasia, West Indies, and Far East as the groups with the least number of members while that of Indian-Pakistan is the biggest.",single_image,flow_chart,3.5,3,3.5,4,4,4,4,4,3,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8759.png,"The diagram shows the relationship between a numbers of different languages. Summarise the information by selecting and reporting the main features, and make comparisons where relevant.You should write at least 150 words.","This diagram illustrates how different numbers of languages are related in writing systems which are associated with Chinese, Arabic, Indian, etc.

There are five main branches. The majority depict Asian languages. Initially, in the logographic section, every character represents a word which is properly shown in Chinese letters. Although this written form is alike in other languages such as Japanese. Despite that, in abjad, each symbol considers a consonant sound that is the basis of Arabic and also the first type of writing system. Indian abjuda seems more complex which involves one consonant and a vowel. The Alphabetics mostly appear in English. In addition, every single alphabet is a vowel or consonant. However, spelling and pronunciation are not always similar. Finally, the syllabic way formed Japanese communication methods. Moreover, one syllable equals a specific character.

To sum up , this is where many languages differ and have their own style.",single_image,flow_chart,3.5,3,3,3,4,4,3,3,3,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8760.png,"The diagrams below show how houses can be protected in areas which are prone to flooding.Write a report for a university, lecturer describing the information shown below.","These diagrams depict the ways which can be used by people to protect houses against floods in some regions. Overall, it can be seen that buildings were constructed on columns which made them above the ground level.

According to what is shown, a stopbank was not set up, because the houses were established at a higher level above the floor, at 300 mm. Hence, if floods came, they would have gone easily under homes without striking them.

building the stopbank  was very crucial, as it played a pivotal role in the protection of houses against floods, where it collected water inside it, so the pressure of the floods was reduced and their harmful effects could be prevented. Also, the stopbank exerted positive effects, particularly when the level of flood elevated which became nearly double after 100 years.

To sum up, we could say that when the stopbank was not built the level of raised buildings above the ground was approximately twice that of the elevated buildings where a stopbank was constructed.",single_image,flow_chart,3,2,2,3,4,3,3,3,3,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8760.png,"The diagrams below show how houses can be protected in areas which are prone to flooding.Write a report for a university, lecturer describing the information shown below.","The given diagram delineates the information regarding the method that can prevent the areas, which are at higher risk of flood, by using stopbanks.

Looking from an overall perspective, it is readily apparent that stopbank helps to prevent the area which is near the river or dam to get drained in the flood.

Stopbank consist of freeboard, berm and floodgate. If the area have the stopbank as a barrier between the river and an accomdation site near it, this prevent the water to enter in the housing sites. If the level of 100-year flood level is quite high, however, due to the presence of this technology, the water in housing colonies is quite low, which will prevent from flooding.

In contrast, if stopbank is not present, the level of water on the riverside is identical to the side of land area. Therefore the houses needs to be more raised as compared to the house of the area that have stopbanks. The gap between freeboard and floor level of house is only 30 mm.",single_image,flow_chart,3,3,3,3.5,3.5,3,3,3,3,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8760.png,"The diagrams below show how houses can be protected in areas which are prone to flooding.Write a report for a university, lecturer describing the information shown below.","The graphs elucidate solutions for houses in flooding-affected areas under different situations.

Overall, different methods are applied based on whether a stopbank is located on the riverside or not. No matter what, houses in flooding areas are expected to raise their floor level above the ground to prevent potential hazards.

The region with a stopbank, which consists of three parts including the berm facing to the river and the floodgate close to the inner land, along with it, the stopbank which is above the maximum flood level within 100 year. It could deter river water from fluxing in, however, the rainwater from the other side of higher land will cause internal pounding.

On the other hand, when there is no stopbank, buildings in such areas are expected to directly encounter the influence of flooding. In both suggestions, the floor level of those houses should be 300 mm above the flooding or pounding level.",single_image,flow_chart,4,4,4,4,4,3,4,4,4,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8760.png,"The diagrams below show how houses can be protected in areas which are prone to flooding.Write a report for a university, lecturer describing the information shown below.","The diagrams illustrate how residential areas are protected from flood.

Overall, there are two ways to safeguard housing building in flood areas, with or without a stopbank. Both solutions consider historical data while the former is an extension of the latter.

In the first solution, buildings' floor levels are elevated from the ground to the freeboard level which is 300mm from the past 100 year flood level. 

As an extended solution, a stopbank is build near the riverbank from the ground to the freeboard level. Its main objective is to act as a blocker for the flood that is triggered by the increment in the riverbank, consisting of two main components a berm, and a floodgate. Despite blocking the water coming in from the river, internal rainfall could not flow out too. The existences of a berm and a floodgate solve this problem partially by releasing the internal outflow into the river ,however there will still be minor internal ponding on the mainland.",single_image,flow_chart,4,3.5,3.5,4,4,4,4,4,4,4
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8760.png,"The diagrams below show how houses can be protected in areas which are prone to flooding.Write a report for a university, lecturer describing the information shown below.","The diagrams illustrate two scenarios preventing flood that can cause damages to building in area.

Apparently, raining plays a vital role in causing flood, the rain water runoffs the land and slides into lower ground area which is located near the river. Therefore, the liquid will be stucked in building area which is the lowest part of land.

The stopbank was made to stop the water flowing back in the lowest area where houses and buildings had been located. In addition, floodgate had been placed on ground level near the river, this helps water flowing through the pipe and is released to a large water source.

However, there are some places that has no stopbank, instead of placing water stopper, building should be raised up to prevent the damages from flood. The buildings were raised higher than the 100 years flood level. These two options can help many houses safely from natural flooding.",single_image,flow_chart,3.5,3,3,3,3.5,3,3,3,3,3
https://raw.githubusercontent.com/jsu360/MLLM-for-AES/main/graph%20in%20data2/%E5%9B%BE%E7%89%8760.png,"The diagrams below show how houses can be protected in areas which are prone to flooding.Write a report for a university, lecturer describing the information shown below.","These sequences of pictures illustrate the protection from flooding in the residences in some places. In general, there is a step back that is set up to be a barrier at the shore, and there is a long internal ponding for irrigating the heavy water in case of rain and to prevent  landslides from the higher level of the land.

To start with the first picture, there is the stopbank that consists of a freeboard and the base was connected to the internal irrigation with a flood gate and the berm.

From a closer view, it can be seen that  the building, it could protect the 300 mm-free freeboards and the building was increased the height level with 3 stands from the ground level. Thus, when the water came to higher than that level, it could bear with the raised building. As the illustration shows that water could come to the system of protection in two directions, the first one is the internal runoff and the last one is from the river or the lower drainage area. It is closed to the house.",single_image,flow_chart,3,3,2.5,3,3.5,2.5,3,3,3,3
